PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
6.811889754735481,14.10025770973442,24.31083652342706,1.3155111310155723,16.036786226732843,1.7221632180855315,0.09968581147550816,0.0,10.380189280796356,14.819582178357619,2.40199115060136,6.924012057332119,0.8072764304903506,0.2698185272157693
