PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
14.03367945030068,18.13245608016103,5.492183403562827,1.3575460347958788,8.165687964664553,0.07722365340532424,0.0,10.219607179894693,29.291875254176706,2.5511860591524966,9.495493632613162,0.8548750016991017,0.32818628557353685
