PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
6.320401765730801,25.83237047481052,15.45491044744268,1.053559265502209,20.89622482467786,1.2626515724205187,0.20457985162232312,0.0,10.435041082185057,7.61491875826086,2.2450723487163344,7.546745552839195,0.789749894240324,0.343774161551317
