PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
7.192944823477515,33.367714038393544,0.9267040299051035,1.2483154378430499,9.20107947315938,0.4937791383923257,0.0750690962391279,10.532369262004591,26.369499934920587,2.137992364143379,7.28528420513457,0.8620079659887043,0.3072402303981162
