PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
6.81526084359509,24.658687104081448,3.776948435333883,1.2585775960318755,10.425278399132603,0.03105561855439396,0.0,10.618213997770722,31.00271751877662,2.1949794006380463,8.032792276872096,0.8460705111288126,0.3394182980844386
