PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Thermal (GW),Batteries (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
10.28,32.63,17.11,0.86,17.05,6.84,2.26,0,5.74,26.28,2.49,3.18,0.49,0.16
