PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
3.808130903080494,29.143021846677346,4.622789613045438,1.165910724167073,8.640804876196878,0.09614371793917151,0.0,9.776877648598544,30.415150379936495,2.109910192186757,8.967565513522194,0.936497596873519,0.31719698777608785
