PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
4.42668353839937,39.1860869395548,8.075993395879053,1.0616261653445678,17.21977935564623,2.029750916976183,0.27053339136433613,9.14681677912602,7.454761599443104,2.091557225646385,7.847835208233083,0.8866443588083589,0.3019311255785032
