Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumping turbidity (MW),Thermal (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
01-07-2040 00:00:00,6046.68389290274,0.8976102183655272,14072.893587312486,431.17900000000003,5705.323,0.0,0.0,789.55625,2456.554024859095,0.0,0.0,285.0555,94.1675,0,0.0,30606.931325613776
01-07-2040 01:00:00,5398.538551137898,4.243248305000674,12849.348996922707,434.63599999999997,5292.166,0.0,0.0,787.0235,2839.820287612625,0.0,0.0,284.265,94.428,0,0.0,28643.344839114267
01-07-2040 02:00:00,5190.100769240681,0.37400425765230305,94.3769534225874,438.148,4857.934,0.0,0.0,787.17625,14866.746314830685,0.0,0.0,283.6995,94.6255,0,0.0,27233.288353472468
01-07-2040 03:00:00,5057.42743474462,4.399650085473455,95.8513089148207,435.832,4542.181,0.0,0.0,787.96875,14597.019028161734,0.0,0.0,277.752,94.48899999999999,0,0.0,26490.504726687195
01-07-2040 04:00:00,4460.99286825886,0.5712065025962446,94.58627549864522,434.80300000000005,3863.716,0.0,0.0,792.6252499999999,15373.44458976176,0.0,0.0,271.006,94.428,0,0.0,25972.10329733552
01-07-2040 05:00:00,4070.4466476579455,5.569263400313385,98.8091208591159,431.403,3383.837,0.0,0.0,793.3752499999999,15773.103258822332,0.0,0.0,269.698,94.87799999999999,0,0.0,25507.649077945553
01-07-2040 06:00:00,4196.378520483714,44.34330480273941,91.32813188000624,428.134,3012.7209999999995,0.0,0.0,796.9775,15797.038118223643,0.0,0.0,283.265,94.896,0,0.0,25340.511416201938
01-07-2040 07:00:00,4373.501015200804,1109.3510288160255,96.10613579002154,430.394,2969.442,0.0,0.0,801.6725,14446.60213892844,0.0,0.0,280.1885,94.1105,0,0.0,25217.82292540585
01-07-2040 08:00:00,3998.2958974770077,4688.109369284559,285.78834053771357,431.29699999999997,3507.343,0.0,0.0,799.97825,11979.739623905234,0.0,0.0,280.624,93.73100000000001,0,0.0,26776.644451207037
01-07-2040 09:00:00,3806.431160691075,9398.828995963551,2282.639037490783,434.293,3738.61,0.0,0.0,794.2985000000001,7218.744693047098,0.0,0.0,277.0485,92.6055,0,0.0,29058.890090833254
01-07-2040 10:00:00,4368.925718625585,13493.740412301911,5313.16765081647,435.92800000000005,4069.5370000000003,0.0,0.0,791.8615,649.4421468326846,0.0,0.0,277.8655,92.0685,0,0.0,30895.14638635186
01-07-2040 11:00:00,4940.314215078418,16553.034039201044,3151.2122300081073,438.26099999999997,4229.515,0.0,0.0,789.26825,0.0,0.0,0.0,277.3605,92.3525,0,0.0,32082.836492263337
01-07-2040 12:00:00,6816.21495866766,18565.659070800517,0.0,433.32,4127.7570000000005,0.0,0.0,784.7055,0.0,0.0,0.0,276.594,91.99,0,0.0,32775.18301350621
01-07-2040 13:00:00,8549.553865555383,17510.83179062725,0.0,433.161,3869.048,0.0,0.0,780.7197500000001,0.0,0.0,0.0,266.5825,92.7485,0,0.0,33344.509228232164
01-07-2040 14:00:00,10410.929965473828,16093.37707886743,0.0,434.496,3676.937,0.0,0.0,777.8072500000001,0.0,0.0,0.0,259.77299999999997,93.515,0,0.0,33623.44498049853
01-07-2040 15:00:00,11249.963548037074,14535.297282313006,0.0,431.73400000000004,3440.599,0.0,0.0,777.13875,0.0,0.0,0.0,259.0155,93.2555,0,0.0,32648.372121568278
01-07-2040 16:00:00,12547.47208974356,12911.597754237653,0.0,429.19800000000004,2977.1220000000003,0.0,0.0,775.3435000000001,0.0,0.0,0.0,271.942,92.96600000000001,0,0.0,31961.740121742205
01-07-2040 17:00:00,13173.792659578396,11688.198216172259,0.0,425.397,3004.756,0.0,0.0,775.957,0.0,0.0,0.0,275.5825,93.1895,0,0.0,31544.295485414816
01-07-2040 18:00:00,14549.072379306994,9933.295522340179,0.0,427.171,3152.357,0.0,0.0,778.39925,0.0,0.0,0.0,278.6865,93.0575,0,0.0,31381.728473628795
01-07-2040 19:00:00,17043.431454842612,6796.5685719155335,0.0,428.898,3394.758,706.7825118505607,0.0,776.1375,0.0,0.0,0.0,278.503,93.056,0,0.0,31792.97500060539
