PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumping turbidity (GW),Thermal (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
30.62,79.45,16.38,0.86,17.05,8.0,2.26,1.44,26.28,0.62,0.0,0.49,0.16
