PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.985129408154053,40.12941630941868,1.6633434134346088,1.1012279326719359,8.16140534217115,1.0406725107409027,0.0,0.2849568389347324,9.230837436316737,14.7538290367098,1.9949200299400442,8.470036044680114,0.8845834455694346,0.2996422512577897
