PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
12.266365667432666,35.62584136883164,1.7883419163976075,1.2264488768991864,10.15911742340947,1.5060770645590584,0.0,0.43109916911213597,10.343252405909714,15.529265989155485,2.1411620902262207,7.827711533812549,0.8245168259987484,0.33079966825551366
