PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
18.790217257674204,33.85047634009576,4.885815535806496,0.9078610662940964,18.006397644245308,1.9279474970912438,0.0,0.5880902058444332,8.988430944623248,2.6382396680023072,1.9366009656854846,6.503073913000374,0.6805744037737088,0.2962745578633075
