PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
23.084269006180843,20.776368550991776,8.918307906768227,1.240531374662825,15.122700927342068,2.319207682115351,0.0,0.6626709083137617,9.784422921557093,8.27894060764625,2.267431713562028,6.529347886037375,0.7613118340753303,0.25448868074706904
