PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Thermal (GW),Batteries (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
36.14,48.58,7.3,0.86,17.05,6.84,0.0,2.5,3.75,26.28,2.49,3.18,0.49,0.16
