month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,3.2578362483955443,14.93523024046621,0.7081648365549146,0.3043846869416943,2.1271925792825073,0.32370476331352593,0.07304413106830594,0.8023843254887802,3.075620499181672,0.18075395320032678,2.2532890059724626,0.2093070632778923,0.07621565527789216,-1.8630983817138314,0.008647561940474283
2,3.987203442613233,9.126252658770616,1.308450033987695,0.28559823894986136,2.483380275784956,0.3794953851966043,0.07731374284119459,0.7182493961473558,3.2510877217387937,0.16030497728773524,2.130552926527751,0.19202312389304732,0.07316565289304738,-1.2119218771244884,0
3,5.115312747958198,12.032398170744823,2.2406907122782456,0.310272337401534,2.13262647392046,0.4490556070855186,0.13314020938632504,0.7782929701216109,1.0966022451236819,0.17208786514354799,2.3575904319294683,0.2128820537616294,0.07946314876162917,-2.735293421885452,0
4,4.4183989140474855,11.393393345516646,1.7156180169649147,0.275081056667424,1.9260197438002262,0.44784956195296993,0.12254695661538224,0.7477465675007956,1.2884453215566576,0.1677445033918756,2.0656891604442897,0.187139698610681,0.07597612061068103,-2.2595462327796376,0
5,6.049187360885636,11.527052952794437,3.4874499210970247,0.2830031340841561,1.9353248195252446,0.34940827262831314,0.09214088351278144,0.7644045074383642,0.9571907033113202,0.17586282772242742,1.777515028265421,0.167050217686599,0.0488186386865989,-3.522209984360205,0
6,5.806020850562063,7.913809977889356,3.6726457625381985,0.2865962274242597,1.6269007029272784,0.5702042786799774,0.15525869272901135,0.7270995583454728,1.3782840641473713,0.18340953999981544,2.077405732336097,0.16979327508206116,0.07551997308206095,-1.5396880753840008,0
7,6.328864774081537,8.158074169663207,3.4405740691055935,0.3269331576226117,1.5822708380867823,0.5159184284970911,0.11166385699053123,0.7385612993037427,2.2662315935162147,0.21681863219748596,2.289815709817058,0.17655598157882973,0.08085683257882963,-0.49848893968459546,0
8,6.368065406356343,6.814003475971934,3.5834693054574727,0.32170757243114834,1.255039628829344,0.48554821244508595,0.15078644435387845,0.707712141902705,2.6865161107619095,0.2183695841509336,2.265247617682591,0.19766856697919155,0.08150802797919184,-0.7936254689251854,0
9,5.48207160150489,9.464299051350837,2.155635857834871,0.30248557954719146,1.2252719866641564,0.4299198922377513,0.11567472730650871,0.7073123218245505,2.3794203369231495,0.19385689835637382,2.2327814359787843,0.2016504367153965,0.07735747171539661,-1.5951870374588268,0
10,4.954598736768452,9.245680549907053,1.462755808151926,0.3118510828811872,1.1223077948643552,0.4984043599743049,0.12598716213378616,0.7490763693252465,3.1649514242771857,0.18575055284926495,2.02501859377856,0.18241179562474266,0.07503958162474259,-1.0527885079955903,0
11,3.498493426960056,18.444377126852732,0.31643108366288825,0.3090085451844333,2.6632880479553296,0.24714939531171856,0.03757350285106134,0.7412653932436544,1.1731865835827426,0.16804734664695684,1.5319602563432642,0.15640176540050432,0.07196825940050426,-4.337530961240893,0.0001750933424089817
12,3.2401413738943567,13.54844594643727,0.33334450714375236,0.30082447875491836,4.63916611822648,0.3865311557656962,0.10706543857345635,0.7036009180926632,1.7155571237315306,0.17136496905350457,1.944218177259099,0.17304417364434355,0.07738923264434347,-3.2459675669366166,0
