Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumped hydropower (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
15-01-2030 22:00:00,5246.724225505133,0.6034349555466918,40.295114631336865,439.954,4720.611,0.0,1133.2941,23468.172109972715,0.0,3183.7501324996488,250.7655,67.9385,0.0,0.0,39493.760692338896
15-01-2030 23:00:00,6108.6532479078505,0.5963357207755542,36.28874028449195,434.926,3558.2940000000003,0.0,1117.9284000000002,19953.276109112274,0.0,3179.9733375017563,249.7225,67.3775,0.0,0.0,35506.05411021893
16-01-2030 00:00:00,6918.864131183383,0.2910686256166395,38.98807051818179,427.04,3274.578,0.0,1092.6981000000003,16508.83973556407,0.0,3177.2594085991286,251.4805,67.5705,0.0,0.0,32453.12508629636
16-01-2030 01:00:00,7503.563521200364,0.2697709213032269,39.434576271122964,429.35699999999997,2258.876,0.0,1092.8445000000002,14584.268416393435,0.0,3176.932235351974,254.305,66.904,0.0,0.0,30034.47443118855
16-01-2030 02:00:00,8401.632745583549,0.3336640342434648,42.26785823069516,428.17699999999996,1106.4560000000001,0.0,1095.1929000000002,13483.284603927375,0.0,3176.7454069130254,238.551,67.102,0.0,0.0,28633.351636909185
16-01-2030 03:00:00,8775.875658723173,0.27687015607436444,40.538663223850236,424.546,750.1210000000001,0.0,1090.2738000000002,12780.519394816403,0.0,3176.2314052269217,236.827,67.14399999999999,0.0,0.0,27921.44437246032
16-01-2030 04:00:00,8717.06365301583,0.7383204161983052,40.86745382374328,424.876,791.9830000000001,0.0,1079.2002000000002,12811.921751047306,0.0,3176.2930854292536,251.0445,67.0935,0.0,0.0,27942.09726312158
16-01-2030 05:00:00,8717.701361266474,1.1926714415511084,40.67261494973258,419.32599999999996,1180.2830000000001,0.0,1079.4063,13175.42665754786,0.0,3176.2559879162563,252.5395,66.4475,0.0,0.0,28715.183579429664
16-01-2030 06:00:00,8385.235991043006,1.732213284157562,40.61984608802136,418.903,2209.605,0.0,1081.4352000000001,15113.865692743186,0.0,3176.425384993677,251.53599999999997,65.915,0.0,0.0,31448.75780475172
16-01-2030 07:00:00,7690.026862855513,6.368013589710382,40.71320638181815,412.56,3771.0190000000002,0.0,1099.8399000000002,19633.92191296551,0.0,3176.5179052971757,248.3945,65.4205,0.0,0.0,37003.38428151015
16-01-2030 08:00:00,7403.155081720049,187.16422550627038,36.49169744491976,421.245,4849.057,0.0,1118.9868000000001,22525.653982707274,0.0,3175.4831975551497,248.345,65.437,0.0,0.0,40967.28005369298
16-01-2030 09:00:00,6875.035718533158,3202.6422861294272,55.143460488235256,428.2,5493.121999999999,0.0,1113.2760000000003,20560.324474314355,0.0,3178.875161725446,249.8295,66.1755,0.0,0.0,42211.35693069136
16-01-2030 10:00:00,5484.614911325173,8372.36893958473,99.63167005401063,422.44699999999995,5456.278,0.0,1110.1641000000002,17290.525511370215,0.0,3179.8169022059856,251.521,66.097,0.0,0.0,42755.40360158792
16-01-2030 11:00:00,4879.116029005203,12064.070409863052,297.786864066096,423.293,4511.369000000001,0.0,1105.8210000000001,14713.549187269375,0.0,3176.2121860334414,250.2205,65.5975,0.0,0.0,42555.08172475645
16-01-2030 12:00:00,5002.68603214889,13713.769288275682,1141.8694577125125,433.94699999999995,3702.4990000000003,0.0,1107.9900000000002,12050.959102365308,0.0,3175.8832249543348,246.172,65.933,0.0,0.0,41924.384889946465
16-01-2030 13:00:00,5689.280997286689,14225.297550475228,1448.9801737286618,434.916,3327.617,0.0,1106.0814000000003,10529.052275469461,0.0,3177.1615247997747,250.5135,66.3725,0.0,0.0,41615.46235232583
16-01-2030 14:00:00,6309.4293135404405,13363.620830893635,1326.231683101924,433.836,2797.448,0.0,1113.4443,10081.425573196517,0.0,3179.00075692005,258.368,66.858,0.0,0.0,40246.387790555054
16-01-2030 15:00:00,5994.291751903455,11219.850708583688,1221.931998358074,437.99300000000005,2404.791,0.0,1107.5145000000002,12502.80980699741,0.0,3173.6381549810317,256.17,67.294,0.0,0.0,39644.23441901271
16-01-2030 16:00:00,5911.223875174637,6913.0360415601535,1215.218175491122,438.86699999999996,2828.673,0.0,1112.4768000000001,16171.998779554477,0.0,3172.7299363495854,254.446,67.735,0.0,0.0,39324.827504884466
16-01-2030 17:00:00,6011.318562195636,1754.8953392513465,824.992443136577,442.621,3591.4159999999997,0.0,1114.2114000000001,20968.906841119708,0.0,3173.139349866517,247.97400000000002,65.344,0.0,0.0,39351.41205814631
