month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,11.500764389976753,52.724124544396986,2.4999528255895402,1.07453423116564,7.509383161441442,1.1427376733915107,0.25785928985868806,2.832565044422231,10.857509100247592,0.6380948794886906,7.9545268651783525,0.7388926380515642,0.269055356791003,-6.577081808206408,0.030527492741264976
2,16.49439724823314,37.753788816666685,5.41284008972268,1.181472396489345,10.273331014275314,1.5699092678354796,0.31983409061630513,2.9712782489958465,13.449208986453668,0.6631550193786744,8.813742974073586,0.7943677145961588,0.3026741326630937,-5.013519165205728,0.0
3,18.86844134601525,44.38293616108244,8.265055014682888,1.1444765331090836,7.86644717904868,1.6563951806806747,0.4911035464263254,2.870826473438457,4.044948209722624,0.6347666212819706,8.69625357717257,0.7852408528928903,0.29310930444613686,-10.089456116947623,0.0
4,17.793417262777485,45.88254835732365,6.908997542603396,1.1077840904784837,7.756310288966566,1.8035433834292465,0.4935111509303507,3.0112642477913383,5.188722356834422,0.6755270405529884,8.318775620309856,0.7536337955415495,0.30596486246067983,-9.099461077758392,0.0
5,21.905908984896364,41.742891694964264,12.62909478633683,1.024838631677018,7.0083875442277765,1.2653114149278188,0.3336695803258139,2.7681363741290665,3.466272604401009,0.6368516741313144,6.436911291629598,0.6049385886460635,0.17678682970709098,-12.754971327552274,0.0
6,23.560576846476895,32.11389227347121,14.903434718081021,1.1629948658358613,6.601891384732927,2.3138638444140267,0.6300329356845656,2.9505379777924037,5.593016016550302,0.7442678338167359,8.430020948560324,0.6890136306001421,0.3064567239836067,-6.2479863840270395,0.0
7,24.125457084345438,31.09835259510335,13.115372979629626,1.246260134356956,6.031572574658736,1.9666667483088738,0.425659527555398,2.8153752002224866,8.63881201514495,0.8265066157818234,8.728714012738315,0.673026507693505,0.3082240044605394,-1.9002260200964487,0.0
8,25.334802994933792,27.108929424347526,14.256525820469422,1.279886032795163,4.993067708677836,1.9317119912995695,0.5998909587516084,2.815572163302676,10.688074331166831,0.8687646940666397,9.012093699830341,0.7864074696390552,0.32427271071952063,-3.157370979090791,0.0
9,21.956621339823908,37.90611389685615,8.63368516821889,1.2115057616269884,4.907420954168771,1.721901676317203,0.463296791920629,2.8329051402812957,9.529979749216745,0.7764295727467679,8.942666219630679,0.8076440082896161,0.30982972090237604,-6.38899312042262,0.0
10,20.5552310697926,38.357717788621855,6.068560792241856,1.2937820817693029,4.656138121472325,2.0677389491577527,0.5226851591974694,3.107706330713765,13.13048973429452,0.7706265911755107,8.401230316966851,0.7567750302556132,0.31131803434059446,-4.3677222312429,0.0
11,11.916194234394327,62.8232652038956,1.077793722769201,1.0525118658590422,9.071406976789204,0.8418138438540993,0.12797884786334,2.5248189226416202,3.995982697988094,0.5723849036811683,5.217999220259015,0.5327189700436339,0.24513058996165318,-14.77403416954762,0.0005963842210524644
12,11.85098454242393,49.554141303443416,1.2192247638609781,1.1002810792241409,16.967989853714137,1.413757680159136,0.3915973752826871,2.573456723689028,6.2747388489878,0.626776231348556,7.111078470660721,0.6329180089296008,0.28305511827585667,-11.872294144604037,0.0
