PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
2.2289028709918917,39.05730724747003,2.775094850714998,1.2474593856996719,9.194769686733922,0.46116964695693685,0.07789493128211554,6.315087913473817,28.91166317391784,1.2819157211481431,7.280288205750232,0.8614168303313832,0.3070295355290223
