month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,8.412596220864156,56.65180359403554,1.042029321492971,1.322334319376322,14.796575679406288,1.1567778402141324,0.24537112102019068,2.657666600068969,5.41298432380318,0.5848725673293632,7.024285555298651,0.5093418227088545,0.18336103438135892,-10.412782697481255,0.0
2,10.15173206477564,52.92830776169571,1.729035649562735,1.0538522566948072,20.66673303799574,0.8308334906616022,0.13929769077855114,2.0193104393065946,1.7686233316257904,0.5484868285454105,7.5682357032062,0.4532219642805015,0.14232978087069906,-13.300166809383008,0.0
3,15.970807357269925,43.559874255863356,6.181826604694968,1.0474442868115328,18.1361974904861,1.1656816414130047,0.2894477756606812,1.883433747309668,2.5985992328305545,0.5631004847145638,8.096665700723607,0.39001753589297694,0.11690388632903749,-13.11790313526828,0.0
4,18.76592977326204,37.72490599252146,7.7731092027280475,1.0164172154413462,19.027868339825314,1.6822290849347863,0.4521831880178923,1.8551157507897895,1.7716738486885701,0.5938233157686041,8.623195494311181,0.5223128172685543,0.1912359764424224,-12.501612222959123,0.0
5,21.72884211195007,38.40314158285137,12.735337838268958,1.3680278725836608,9.6497209328619,1.5049040672896825,0.409421768633168,2.2104527539183754,3.6361299337770765,0.6160479442498151,7.198677941287512,0.4346616240669959,0.10463362826141098,-11.448401069891665,0.0
6,22.95915937875327,32.652850584911825,13.000333092882588,1.3173775321315873,9.918984075084735,1.6670353909384306,0.3820615032374318,2.486066927375408,7.941039335129889,0.6980037393830419,6.0937868114628815,0.655256970347295,0.2280446583616229,-6.696562442476128,0.0
7,22.522698779642976,33.59033359027963,14.574484524717194,1.27767978618847,8.893581256878603,2.0251149296870348,0.48945325714192717,2.4021680654908213,5.419875960605792,0.7349194998891543,7.180035817132211,0.6420485787614396,0.24760595358473586,-5.840829743785585,0.0
8,22.943434594500022,28.560149666221,16.05903727135719,1.3580083769210962,8.302501991881178,2.274899497464176,0.5119783806751685,2.4089395661677413,8.150752439611662,0.815768856020823,7.631592440231618,0.7466797426881364,0.2362571762601887,-3.6229278815311834,0.0
9,19.37910291443712,22.93941239948463,8.388876618240435,1.4168153967995247,7.638493177654861,0.6403768085738155,0.12192982880365837,2.695936914718257,25.742450775030377,0.818478512471609,9.121312027090685,0.8071242488842387,0.28969037781078955,-0.2462012531730017,0.0
10,17.50487813894706,36.010882447623096,5.851872462602528,1.287281339072342,6.991035591038688,1.6259942594158636,0.37111326240974113,2.7353559704395027,15.968685502990311,0.762597016956777,9.815543200276984,0.8066845581779261,0.26807625004917496,-2.162553799614812,0.0
11,10.03184407673363,51.34998025527216,1.7450056570709243,1.1749786391600339,10.009091151905501,1.352268585950055,0.26003469907444837,2.3693772448825285,12.116647073203893,0.6363020051061212,7.961620941958848,0.7372604998115626,0.2555891698703076,-6.292061469771874,0.0
12,11.252205889092822,45.791327846548754,2.203578909993973,1.147605452499892,12.607869598799823,1.2038611144763762,0.21380077945682974,2.2909202517749123,13.517469379240238,0.6405284588734825,8.041375322024164,0.8069095416618091,0.2825474555569272,-5.5252846771239135,0.0005729894591757046
