PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Thermal (GW),Batteries (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
32.82,61.32,27.07,0.86,17.05,8.0,2.26,0,1.44,26.28,0.62,0.0,0.49,0.16
