PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.701684600050678,58.55475642042392,9.682197580710831,0.8116121745657735,13.164504629407649,1.4347943191377448,0.23905536261259774,0.0,1.748183140826155,1.3547985983091426,0.3997483680106582,0.0,0.6778387530467156,0.2308260528981267
