PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
18.13422497113414,25.27801232198269,38.86090617528832,1.115222892912436,7.39522203396772,3.746621450542925,0.453292243530114,2.076388343311141,1.3425712716314966,0.5842948983694415,0.0,0.7329882707236943,0.2802551266058807
