Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumping turbidity (MW),Thermal (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
20-12-2040 03:00:00,22624.383008180987,0.7888089797757663,92.3747422602953,379.45300000000003,2655.632,399.9447174936686,0.0,892.472,23.982552686645647,0.0,0.0,248.63400000000001,97.22,0.0,0.0,28067.80303147376
20-12-2040 04:00:00,20489.11570875252,1.1220127729569092,92.39294417995251,379.325,2593.99,0.0,0.0,888.2922500000001,2683.762717718811,0.0,0.0,249.352,97.762,0.0,0.0,27974.948568288022
20-12-2040 05:00:00,19506.669153499926,1.7136195077887337,91.17341556292001,376.298,2427.853,0.0,0.0,893.00825,4574.538506355413,0.0,0.0,252.52700000000002,97.14200000000001,0.0,0.0,28742.183144996972
20-12-2040 06:00:00,19509.588172182543,1.999222759086856,92.57496337652452,376.95300000000003,3045.495,0.0,0.0,896.9164999999999,6727.282644640176,0.0,0.0,252.38400000000001,96.853,0.0,0.0,31603.240390678857
20-12-2040 07:00:00,18951.566248970405,4.99805689771714,95.46906860201949,379.18,4597.134,0.0,0.0,913.4895,10904.071279829257,0.0,0.0,254.4135,96.4545,0.0,0.0,36923.990660492374
20-12-2040 08:00:00,17866.464684994236,96.22789545523163,85.62183006747371,381.49800000000005,5999.768,0.0,0.0,928.3860000000001,14351.167476318973,0.0,0.0,252.9005,95.3025,0.0,0.0,40850.52976130716
20-12-2040 09:00:00,16132.985079053442,1522.4625316639358,90.78207429029023,382.726,6032.424,0.0,0.0,925.00125,15536.654808343745,0.0,0.0,256.5195,96.5475,0.0,0.0,41808.3147235882
20-12-2040 10:00:00,14428.322655206826,5160.272744377062,184.56746532401863,377.714,5350.07,0.0,0.0,922.2452499999999,14368.853767950304,0.0,0.0,250.4465,96.5825,0.0,0.0,41996.109773908734
20-12-2040 11:00:00,15139.83773667242,9372.09789165753,476.66277102295237,374.9,5640.2609999999995,0.0,0.0,910.8710000000001,8648.684304591667,0.0,0.0,235.007,96.12899999999999,0.0,0.0,41778.76675684032
20-12-2040 12:00:00,17967.48052613402,12843.843413895622,1253.5116010324646,380.531,4857.481,0.0,0.0,910.98375,1994.5706003198966,0.0,0.0,230.797,96.101,0.0,0.0,41511.00895367265
20-12-2040 13:00:00,20061.737837411827,13547.447423700782,2084.7932717768363,380.36300000000006,3821.8,0.0,0.0,913.7585,0.0,0.0,0.0,235.725,97.416,0.0,0.0,40999.57305052396
20-12-2040 14:00:00,21961.604930323672,12583.053645073376,2901.3950943176756,386.15,3163.845,0.0,0.0,918.3805,0.0,0.0,0.0,235.812,96.35700000000001,0.0,0.0,39612.620536414324
20-12-2040 15:00:00,21573.714229649737,10229.526452596378,4182.1367671573125,383.02099999999996,3182.67,669.5541729810975,0.0,915.8735,0.0,0.0,0.0,234.513,96.84299999999999,0.0,0.0,39013.74747091265
20-12-2040 16:00:00,20893.32622196738,5383.981691072434,4766.564003510724,379.208,3323.685,0.0,0.0,919.91275,0.0,0.0,0.0,227.708,96.72200000000001,0.0,0.0,38772.850373542766
20-12-2040 17:00:00,20506.373166216115,810.7528295838388,3112.1551220284064,387.87800000000004,4658.274,0.0,0.0,928.2457499999999,1987.5929200639657,0.0,0.0,219.3,96.728,0.0,0.0,39453.27161633364
20-12-2040 18:00:00,21617.978598535643,4.352049543590435,613.340985728875,387.26,5555.58,0.0,0.0,946.2310000000001,11551.006261725244,0.0,0.0,211.637,97.307,0.0,0.0,41937.0603392528
20-12-2040 19:00:00,22200.403244169534,0.5644064251843846,323.37530462983375,390.28,4925.312,0.0,0.0,956.3892500000001,12445.152025014446,0.0,0.0,212.8635,97.0135,0.0,0.0,42512.74647929207
20-12-2040 20:00:00,22216.740167019267,0.49640565106578394,274.5941599485349,395.397,4727.734,0.0,0.0,960.923,12872.331766340772,0.0,0.0,229.3705,96.8835,0.0,0.0,42739.59274324469
20-12-2040 21:00:00,22832.69417379303,0.5508062703606644,233.50332632240358,394.51,4277.1359999999995,0.0,0.0,963.3839999999999,12020.997037309997,0.0,0.0,235.0165,98.2615,0.0,0.0,41975.12354553668
20-12-2040 22:00:00,23434.491111059164,0.7072080508334457,224.22034729723106,388.344,3157.224,0.0,0.0,960.0567500000001,9839.84295247355,0.0,0.0,236.24099999999999,98.75200000000001,0.0,0.0,39148.53867973351
20-12-2040 23:00:00,23554.22905209649,0.7072080508334457,154.27947101443607,392.385,2869.7070000000003,0.0,0.0,946.5060000000001,6634.536259903442,0.0,0.0,235.6055,98.0695,0.0,0.0,35580.45504308657
21-12-2040 00:00:00,23677.782591997966,0.5712065025962446,88.00628154256707,395.99199999999996,2846.2340000000004,0.0,0.0,917.7410000000001,3970.0141098726954,0.0,0.0,232.8805,98.0155,0.0,0.0,32832.56518576204
21-12-2040 01:00:00,23526.97575222735,0.6732076637741454,85.2941955136441,398.478,2699.82,0.0,0.0,909.26975,1853.3269675091658,0.0,0.0,230.084,98.098,0.0,0.0,30351.19849441069
21-12-2040 02:00:00,23942.86918429621,0.8432095990706467,84.07466689661163,392.858,2536.111,0.0,0.0,911.4547500000001,0.0,0.0,0.0,232.7075,98.5165,0.0,0.0,28562.158980784847
21-12-2040 03:00:00,23670.620216731004,0.8976102183655272,81.08955207283067,397.38300000000004,2609.481,0.0,0.0,915.4272500000001,0.0,0.0,0.0,234.283,97.904,0.0,0.0,27793.42937337845
21-12-2040 04:00:00,23331.996939238386,1.24441416637039,86.14058477770395,395.14,2604.5570000000002,0.0,0.0,915.2822500000001,0.0,0.0,0.0,232.588,96.156,0.0,0.0,27581.582891165872
21-12-2040 05:00:00,23504.294326871666,1.740819817436174,85.02116671878608,395.065,2392.436,185.3444306438396,0.0,913.8175,0.0,0.0,0.0,232.77200000000002,96.54,0.0,0.0,28249.576296044026
21-12-2040 06:00:00,23545.714962433707,2.019622991322436,83.27378243169478,392.935,2656.3340000000003,732.182440082368,0.0,919.40275,1428.9735525653093,0.0,0.0,232.7525,97.4745,0.0,0.0,30999.10142456684
21-12-2040 07:00:00,24228.518945719727,6.562074702444953,100.59290898552156,400.955,4151.349,0.0,0.0,946.74125,5227.336695711607,0.0,0.0,231.21099999999998,96.09700000000001,0.0,0.0,36121.047578747326
21-12-2040 08:00:00,25150.371053360206,271.8806950809887,101.79423568289684,405.73400000000004,4377.194,0.0,0.0,938.8989999999999,7317.220218044717,0.0,0.0,231.03900000000002,96.052,0.0,0.0,39694.789566212596
21-12-2040 09:00:00,25422.23675000812,3595.7653340755955,106.90897510657034,410.85,4447.752,0.0,0.0,933.02425,4625.110526214469,0.0,0.0,234.442,97.637,0.0,0.0,40719.62473952197
21-12-2040 10:00:00,24993.438723036375,8692.722557670828,263.3817774396992,412.06199999999995,4405.654,0.0,0.0,932.02925,282.92791073110146,0.0,0.0,224.622,97.978,0.0,0.0,41177.400237552894
21-12-2040 11:00:00,24933.51842159129,12259.696363984607,1910.4461843403355,396.645,4101.5740000000005,0.0,0.0,927.50375,0.0,0.0,0.0,217.5145,97.0855,0.0,0.0,40896.578864334726
21-12-2040 12:00:00,25672.543457558142,13904.295086042963,3646.3086562886283,400.031,3532.824,0.0,0.0,928.329,0.0,0.0,0.0,216.7115,95.7575,0.0,0.0,40245.2670112347
21-12-2040 13:00:00,26471.416931673084,13978.86473494142,4044.5666583881866,410.611,3252.77,0.0,0.0,928.20125,0.0,0.0,0.0,226.235,96.714,0.0,0.0,39587.69343837102
21-12-2040 14:00:00,27225.35873485862,13157.938989549437,4676.71932808278,413.76300000000003,2769.236,0.0,0.0,935.36025,0.0,0.0,0.0,231.2515,96.6255,0.0,0.0,38200.32392266604
21-12-2040 15:00:00,26870.03237390778,10630.22101409023,5625.00293838364,411.981,2916.948,0.0,0.0,931.8905,0.0,0.0,0.0,224.7245,96.8005,0.0,0.0,37173.614288126366
21-12-2040 16:00:00,26875.91832013768,5654.005965019985,6961.624504570884,410.986,3063.364,0.0,0.0,932.076,0.0,0.0,0.0,223.153,98.296,0.0,0.0,36802.98059181794
21-12-2040 17:00:00,26536.210249066648,1100.1505240777788,5060.170068541205,411.97900000000004,3550.9159999999997,3184.9647462964313,0.0,932.94925,0.0,0.0,0.0,221.0105,99.2085,0.0,0.0,37397.49429809008
21-12-2040 18:00:00,26372.358509860922,5.038857362188301,969.9529956527581,408.517,4287.668,6271.042674426102,0.0,937.36375,0.0,0.0,0.0,220.687,98.839,0.0,0.0,39586.029523887424
21-12-2040 19:00:00,25873.151562144885,0.6664075863622854,237.24382081195847,407.811,4540.832,7285.236416861328,0.0,942.28075,0.0,0.0,0.0,220.313,98.29899999999999,0.0,0.0,40302.823647137506
21-12-2040 20:00:00,25470.084017558387,0.5440061929488044,240.3381471536826,405.44300000000004,4433.476,6988.756162416139,352.57004075166077,941.9514999999999,0.0,0.0,0.0,219.3385,98.1055,0.0,0.0,40204.1226058299
21-12-2040 21:00:00,25013.119000227165,0.5168058833013641,229.74462991319163,405.676,4430.656,0.0,0.0,942.7035000000001,0.0,0.0,0.0,220.2505,98.4995,0.0,0.0,39254.23723844586
