PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
12.156555649993802,40.423921910917855,3.2077695523815817,1.0481594362965692,17.001346436019066,1.606517834547391,0.40280717919650244,5.8700131089960905,7.296099258383841,2.0650258199919094,7.7482854101849945,0.8753972741642712,0.2981011289261475
