PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
9.098251436209873,29.958133615865925,4.618611256405338,1.2563187530697384,15.175281574736438,0.7212260516034472,0.12922097683123274,10.424368505992648,18.344485230047646,2.303332355886124,7.178488343583628,0.6388232705578867,0.15345862921007153
