Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumped hydropower (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
18-07-2030 08:00:00,4753.639178931932,4749.412381580722,1413.558312406002,397.509,4841.648,0.0,2147.4362,12077.894399759405,0.001,2659.729436138822,258.22700000000003,73.22,0,0.0,35093.61426742816
18-07-2030 09:00:00,3960.9507119640425,9485.008682989117,2525.729120654805,399.73900000000003,5445.8859999999995,0.0,2138.8743999999997,8310.629322122704,0.0,2659.188170015456,258.8185,72.9495,0,0.0,37844.226837036906
18-07-2030 10:00:00,4148.824328110729,13955.807481280606,4418.160831866089,406.009,5834.37,0.0,2128.2248,1968.5331713258483,0.0,2657.8888631445834,254.128,72.29,0,0.0,39476.91921269763
18-07-2030 11:00:00,4316.635059673248,17400.704545772456,3807.888174250038,409.962,5623.825,0.0,2118.07115,0.0,0.0,2658.0381471125474,250.93,72.405,0,0.0,40530.64682721427
18-07-2030 12:00:00,4755.848887738248,19430.62827302448,2245.459358615881,412.45099999999996,5513.835,0.0,2118.79135,0.0,0.0,2656.2360125052687,259.822,73.949,0,0.0,41383.55419079811
18-07-2030 13:00:00,4946.700566722715,20652.086606289286,1383.311442281194,413.241,5604.522,0.0,2131.69515,0.0,0.0,2652.7904133764223,261.6135,73.1555,0,0.0,42073.2027566477
18-07-2030 14:00:00,5091.384671097188,20750.37851495021,502.5668947772574,406.662,5539.685,0.0,2135.3228,0.0,0.0,2652.8891910917528,263.3005,73.3385,0,0.0,41351.44834598213
18-07-2030 15:00:00,5027.556009217209,19364.9569514247,1079.2591645710017,406.135,5672.901,0.0,2139.1344,0.0,0.0,2652.0332665448927,265.232,76.221,0,0.0,40549.85080936789
18-07-2030 16:00:00,5504.278227789407,18119.628643215325,1634.8309518590804,408.148,5720.045,0.0,2130.32105,0.0,0.0,2650.8372069692286,270.8825,78.5245,0,0.0,40352.75527809169
18-07-2030 17:00:00,5880.503608454877,16120.59849300291,2775.021188590332,423.816,6163.517,0.0,2138.6846,0.0,0.0,2650.6767490515667,265.3165,77.6845,0,0.0,40340.45149392999
18-07-2030 18:00:00,5480.04881909577,12627.255266345459,4418.160831866089,432.777,6007.170999999999,0.0,2160.8333500000003,1874.1968385309383,0.0,2651.650223549248,262.409,77.165,0,0.0,39833.62420117608
18-07-2030 19:00:00,4499.514374615417,7887.184147148907,4418.160831866089,428.773,6901.637,0.0,2167.07985,6074.2707437218,0.0,2650.6847942953495,258.77,78.34100000000001,0,0.0,39154.417944391396
18-07-2030 20:00:00,3598.301428430053,3149.7581139333042,4418.160831866089,432.267,7280.564,0.0,2163.28645,11146.355291273776,0.0,2653.9802155402554,263.426,79.352,0,0.0,38524.906348731856
18-07-2030 21:00:00,3364.0778226874863,286.19573509384037,4418.160831866089,423.649,7291.399,0.0,2168.9018,14534.591540057534,0.0,2654.806640859913,262.6325,79.3795,0,0.0,38179.13699560819
18-07-2030 22:00:00,3633.0887953977654,3.9034278553783244,4418.160831866089,419.251,6890.4259999999995,0.0,2165.72005,14624.406016148334,0.0,2655.756426584235,262.8435,79.3655,0,0.0,37448.13607898651
18-07-2030 23:00:00,3666.9267752798387,0.8602949549682491,4418.160831866089,411.55300000000005,5905.363,0.0,2153.47015,13072.46695728191,0.0,2656.4657489110587,268.1355,81.7925,0,0.0,34726.6007412891
19-07-2030 00:00:00,3658.382291509077,0.5457094863604566,4418.160831866089,404.61199999999997,5466.23,0.0,2096.8811499999997,11718.770316853814,0.0,2655.9870569060004,272.404,83.23899999999999,0,0.0,32719.831497006988
19-07-2030 01:00:00,3464.5788063893456,5.091148502162847,4418.160831866089,405.652,4209.9929999999995,0.0,2084.0144,11270.257743778895,0.0,2656.244951665027,271.7405,86.3515,0,0.0,30706.811801553813
19-07-2030 02:00:00,3130.238393960652,0.4686681471095685,4418.160831866089,420.95300000000003,3699.0040000000004,0.0,2085.20845,10723.242003015106,0.0,2656.1823775467187,269.1135,85.7025,0,0.0,29249.176295257992
19-07-2030 03:00:00,2927.373582610146,4.269374216820042,4418.160831866089,425.665,3354.052,0.0,2078.5498500000003,10556.483178545779,0.0,2658.2602852325417,270.91700000000003,87.73899999999999,0,0.0,28487.442991016254
19-07-2030 04:00:00,2944.480515263914,1.3482234368905395,4418.160831866089,420.959,3621.68,0.0,2068.2779,9917.329139745936,0.0,2659.13587593087,273.6125,88.0085,0,0.0,28076.60375869603
19-07-2030 05:00:00,2749.448492852867,6.266028925738889,4418.160831866089,418.652,3738.0759999999996,0.0,2069.0189,10287.150622186004,0.0,2660.718554166081,275.543,87.175,0,0.0,28376.060956203117
19-07-2030 06:00:00,2815.909734642809,30.90641726281456,4418.160831866089,426.60400000000004,4130.6140000000005,0.0,2083.9701999999997,11492.92262009892,0.0,2661.2513280876774,276.22,87.311,0,0.0,30056.832827144543
19-07-2030 07:00:00,3013.3933039096437,964.8336322200997,2962.1126747904736,425.705,4305.918,0.0,2138.3401000000003,14051.102169833695,0.0,2662.162228467051,275.6805,87.4665,0,0.0,32446.89218009943
19-07-2030 08:00:00,2361.3384994705034,4982.237728908509,512.1700401976706,432.55300000000005,5156.087,0.0,2168.3200500000003,14822.299242526611,0.0,2661.6339241253336,262.611,82.337,0,0.0,35153.25578797267
19-07-2030 09:00:00,1887.8030154244868,10129.703450063755,2827.1669643896957,428.26099999999997,5872.278,0.0,2142.73345,8853.193013556946,0.0,2661.677279050162,253.6735,80.4625,0,0.0,37821.43827669783
19-07-2030 10:00:00,1976.8339659228338,14626.452339459584,4418.160831866089,430.13800000000003,6028.001,0.0,2143.3828000000003,3295.559119620454,0.0,2660.6680479134466,248.828,79.343,0,0.0,39535.637073545804
19-07-2030 11:00:00,2059.9765053994743,17917.363027123723,4418.160831866089,427.4,5897.345,0.0,2161.1382,638.2623433734825,0.0,2658.019374877055,248.165,78.446,0,0.0,40367.257089216546
19-07-2030 12:00:00,2441.158875113259,20022.89640873889,3454.9087871026345,425.25,6118.357,0.0,2164.0164,0.0,0.0,2655.0868835183364,247.8815,77.9285,0,0.0,41574.36352775023
19-07-2030 13:00:00,2958.9147919880934,21121.351823778048,2786.641995943074,422.49800000000005,5729.444,0.0,2159.0946000000004,0.0,0.0,2652.619228467051,245.7365,78.7255,0,0.0,42157.935616705196
