Match demand,Minimize cost,tooltip
12348666.806435766,47.55498643354062,"Generation: 10<br>Type: Minimize curtailments<br>Installed power: 159.26 GW<br>Renewable power: 123.09 GW (184.93 %)<br>Emissions: 34,971.52 Kton CO<sub>2</sub> (45.81 %)<br>Imported energy: 11.57 GWh<br>Exported energy: -19715.71 GWh<br>Net cost: 13,624.38 M€<br>Dumped energy cost: 432.20 M€<br>Power PV: 60.68 GW (60430.86180989089)<br>Power wind: 32.43 GW (31998.69633878558)<br>Power CSP: 2.58 GW (272.1268627644058)<br>Match demand = 12,348.67 GWh<br>Minimize cost = 4.76 c€/kWh<br>"
87169.16068301657,59.332018105843545,"Generation: 150<br>Type: Minimize curtailments<br>Installed power: 124.51 GW<br>Renewable power: 88.34 GW (132.73 %)<br>Emissions: 38,600.05 Kton CO<sub>2</sub> (40.19 %)<br>Imported energy: 9.84 GWh<br>Exported energy: -1620.07 GWh<br>Net cost: 16,998.47 M€<br>Dumped energy cost: 3.10 M€<br>Power PV: 8.65 GW (8404.329204542493)<br>Power wind: 39.08 GW (38649.590143995745)<br>Power CSP: 13.20 GW (10899.99275168444)<br>Match demand = 87.17 GWh<br>Minimize cost = 5.93 c€/kWh<br>"
105344.88507498971,58.994916657296805,"Generation: 147<br>Type: Minimize curtailments<br>Installed power: 125.34 GW<br>Renewable power: 89.17 GW (133.97 %)<br>Emissions: 38,247.38 Kton CO<sub>2</sub> (40.74 %)<br>Imported energy: 9.46 GWh<br>Exported energy: -1763.17 GWh<br>Net cost: 16,901.89 M€<br>Dumped energy cost: 3.73 M€<br>Power PV: 9.62 GW (9374.755049771778)<br>Power wind: 39.21 GW (38783.55657390306)<br>Power CSP: 12.93 GW (10625.275243298114)<br>Match demand = 105.34 GWh<br>Minimize cost = 5.90 c€/kWh<br>"
120964.43649844968,57.95415267924119,"Generation: 147<br>Type: Minimize curtailments<br>Installed power: 126.78 GW<br>Renewable power: 90.61 GW (136.13 %)<br>Emissions: 38,714.08 Kton CO<sub>2</sub> (40.01 %)<br>Imported energy: 9.94 GWh<br>Exported energy: -1321.58 GWh<br>Net cost: 16,603.72 M€<br>Dumped energy cost: 4.23 M€<br>Power PV: 17.02 GW (16767.63592289598)<br>Power wind: 34.88 GW (34455.49682237053)<br>Power CSP: 11.30 GW (8998.049441887857)<br>Match demand = 120.96 GWh<br>Minimize cost = 5.80 c€/kWh<br>"
87026.04578515296,59.33362097275737,"Generation: 144<br>Type: Minimize curtailments<br>Installed power: 124.51 GW<br>Renewable power: 88.34 GW (132.72 %)<br>Emissions: 38,603.88 Kton CO<sub>2</sub> (40.18 %)<br>Imported energy: 9.84 GWh<br>Exported energy: -1618.32 GWh<br>Net cost: 16,998.93 M€<br>Dumped energy cost: 3.10 M€<br>Power PV: 8.65 GW (8404.329204542493)<br>Power wind: 39.07 GW (38643.810400298615)<br>Power CSP: 13.20 GW (10899.99275168444)<br>Match demand = 87.03 GWh<br>Minimize cost = 5.93 c€/kWh<br>"
104267.85326313462,59.17356067321211,"Generation: 144<br>Type: Minimize curtailments<br>Installed power: 125.15 GW<br>Renewable power: 88.98 GW (133.68 %)<br>Emissions: 38,259.25 Kton CO<sub>2</sub> (40.72 %)<br>Imported energy: 9.60 GWh<br>Exported energy: -1719.39 GWh<br>Net cost: 16,953.07 M€<br>Dumped energy cost: 3.70 M€<br>Power PV: 9.30 GW (9056.857130777375)<br>Power wind: 39.06 GW (38632.414933022075)<br>Power CSP: 13.20 GW (10899.99275168444)<br>Match demand = 104.27 GWh<br>Minimize cost = 5.92 c€/kWh<br>"
123533.95444273959,57.567398069873555,"Generation: 144<br>Type: Minimize curtailments<br>Installed power: 127.18 GW<br>Renewable power: 91.01 GW (136.73 %)<br>Emissions: 38,675.52 Kton CO<sub>2</sub> (40.07 %)<br>Imported energy: 9.68 GWh<br>Exported energy: -1427.84 GWh<br>Net cost: 16,492.91 M€<br>Dumped energy cost: 4.32 M€<br>Power PV: 17.50 GW (17252.948585817838)<br>Power wind: 35.39 GW (34962.31773324486)<br>Power CSP: 10.71 GW (8404.440098194127)<br>Match demand = 123.53 GWh<br>Minimize cost = 5.76 c€/kWh<br>"
121258.35521804003,57.95126192671505,"Generation: 143<br>Type: Minimize curtailments<br>Installed power: 126.79 GW<br>Renewable power: 90.62 GW (136.15 %)<br>Emissions: 38,708.16 Kton CO<sub>2</sub> (40.02 %)<br>Imported energy: 9.94 GWh<br>Exported energy: -1323.63 GWh<br>Net cost: 16,602.89 M€<br>Dumped energy cost: 4.24 M€<br>Power PV: 17.03 GW (16778.91556886314)<br>Power wind: 34.88 GW (34455.49682237053)<br>Power CSP: 11.30 GW (8998.049441887857)<br>Match demand = 121.26 GWh<br>Minimize cost = 5.80 c€/kWh<br>"
102987.13919209913,59.19050109373051,"Generation: 139<br>Type: Minimize curtailments<br>Installed power: 125.09 GW<br>Renewable power: 88.92 GW (133.60 %)<br>Emissions: 38,305.17 Kton CO<sub>2</sub> (40.65 %)<br>Imported energy: 9.63 GWh<br>Exported energy: -1690.07 GWh<br>Net cost: 16,957.93 M€<br>Dumped energy cost: 3.65 M€<br>Power PV: 9.37 GW (9124.281408992565)<br>Power wind: 38.94 GW (38508.04740799692)<br>Power CSP: 13.20 GW (10899.99275168444)<br>Match demand = 102.99 GWh<br>Minimize cost = 5.92 c€/kWh<br>"
112265.84243677759,58.50135389968256,"Generation: 139<br>Type: Minimize curtailments<br>Installed power: 126.12 GW<br>Renewable power: 89.95 GW (135.15 %)<br>Emissions: 38,651.89 Kton CO<sub>2</sub> (40.11 %)<br>Imported energy: 9.64 GWh<br>Exported energy: -1314.34 GWh<br>Net cost: 16,760.49 M€<br>Dumped energy cost: 3.93 M€<br>Power PV: 15.02 GW (14768.413844419236)<br>Power wind: 35.39 GW (34963.41905401942)<br>Power CSP: 12.14 GW (9832.007407671495)<br>Match demand = 112.27 GWh<br>Minimize cost = 5.85 c€/kWh<br>"
111249.64874008486,58.53605885936406,"Generation: 137<br>Type: Minimize curtailments<br>Installed power: 126.06 GW<br>Renewable power: 89.89 GW (135.05 %)<br>Emissions: 38,660.24 Kton CO<sub>2</sub> (40.10 %)<br>Imported energy: 9.61 GWh<br>Exported energy: -1312.17 GWh<br>Net cost: 16,770.43 M€<br>Dumped energy cost: 3.89 M€<br>Power PV: 14.84 GW (14593.471823591282)<br>Power wind: 35.46 GW (35031.08923779342)<br>Power CSP: 12.18 GW (9873.679582960958)<br>Match demand = 111.25 GWh<br>Minimize cost = 5.85 c€/kWh<br>"
115407.98393335228,58.48037517940011,"Generation: 136<br>Type: Minimize curtailments<br>Installed power: 126.26 GW<br>Renewable power: 90.09 GW (135.34 %)<br>Emissions: 38,656.57 Kton CO<sub>2</sub> (40.10 %)<br>Imported energy: 9.93 GWh<br>Exported energy: -1273.87 GWh<br>Net cost: 16,754.48 M€<br>Dumped energy cost: 4.04 M€<br>Power PV: 15.68 GW (15436.975176632972)<br>Power wind: 34.84 GW (34417.06124032035)<br>Power CSP: 12.15 GW (9841.351845091012)<br>Match demand = 115.41 GWh<br>Minimize cost = 5.85 c€/kWh<br>"
124820.70344820424,57.557443111489384,"Generation: 135<br>Type: Minimize curtailments<br>Installed power: 127.22 GW<br>Renewable power: 91.05 GW (136.79 %)<br>Emissions: 38,655.14 Kton CO<sub>2</sub> (40.10 %)<br>Imported energy: 9.67 GWh<br>Exported energy: -1435.20 GWh<br>Net cost: 16,490.06 M€<br>Dumped energy cost: 4.37 M€<br>Power PV: 17.54 GW (17292.070395062212)<br>Power wind: 35.39 GW (34962.31773324486)<br>Power CSP: 10.71 GW (8404.440098194127)<br>Match demand = 124.82 GWh<br>Minimize cost = 5.76 c€/kWh<br>"
123654.26768272588,57.566468075331606,"Generation: 132<br>Type: Minimize curtailments<br>Installed power: 127.18 GW<br>Renewable power: 91.01 GW (136.74 %)<br>Emissions: 38,673.61 Kton CO<sub>2</sub> (40.08 %)<br>Imported energy: 9.67 GWh<br>Exported energy: -1428.53 GWh<br>Net cost: 16,492.65 M€<br>Dumped energy cost: 4.33 M€<br>Power PV: 17.50 GW (17256.6065421126)<br>Power wind: 35.39 GW (34962.31773324486)<br>Power CSP: 10.71 GW (8404.440098194127)<br>Match demand = 123.65 GWh<br>Minimize cost = 5.76 c€/kWh<br>"
100975.15439912165,59.228724855124476,"Generation: 130<br>Type: Minimize curtailments<br>Installed power: 125.03 GW<br>Renewable power: 88.86 GW (133.50 %)<br>Emissions: 38,388.09 Kton CO<sub>2</sub> (40.52 %)<br>Imported energy: 9.68 GWh<br>Exported energy: -1614.72 GWh<br>Net cost: 16,968.88 M€<br>Dumped energy cost: 3.57 M€<br>Power PV: 9.74 GW (9487.169078633842)<br>Power wind: 38.48 GW (38052.088618623406)<br>Power CSP: 13.23 GW (10926.733360068341)<br>Match demand = 100.98 GWh<br>Minimize cost = 5.92 c€/kWh<br>"
127125.58938790871,57.54106728812851,"Generation: 129<br>Type: Minimize curtailments<br>Installed power: 127.28 GW<br>Renewable power: 91.11 GW (136.89 %)<br>Emissions: 38,621.57 Kton CO<sub>2</sub> (40.16 %)<br>Imported energy: 9.66 GWh<br>Exported energy: -1447.13 GWh<br>Net cost: 16,485.37 M€<br>Dumped energy cost: 4.45 M€<br>Power PV: 17.60 GW (17356.56277798245)<br>Power wind: 35.39 GW (34962.31773324486)<br>Power CSP: 10.71 GW (8404.440098194127)<br>Match demand = 127.13 GWh<br>Minimize cost = 5.75 c€/kWh<br>"
102283.32099559299,59.21695866369543,"Generation: 127<br>Type: Minimize curtailments<br>Installed power: 125.08 GW<br>Renewable power: 88.91 GW (133.57 %)<br>Emissions: 38,366.06 Kton CO<sub>2</sub> (40.55 %)<br>Imported energy: 9.66 GWh<br>Exported energy: -1617.26 GWh<br>Net cost: 16,965.51 M€<br>Dumped energy cost: 3.62 M€<br>Power PV: 9.82 GW (9570.597255908335)<br>Power wind: 38.44 GW (38017.780634498384)<br>Power CSP: 13.23 GW (10926.733360068341)<br>Match demand = 102.28 GWh<br>Minimize cost = 5.92 c€/kWh<br>"
122027.56651947093,57.94369895905978,"Generation: 125<br>Type: Minimize curtailments<br>Installed power: 126.82 GW<br>Renewable power: 90.65 GW (136.20 %)<br>Emissions: 38,692.67 Kton CO<sub>2</sub> (40.05 %)<br>Imported energy: 9.94 GWh<br>Exported energy: -1329.01 GWh<br>Net cost: 16,600.72 M€<br>Dumped energy cost: 4.27 M€<br>Power PV: 17.06 GW (16808.44157863009)<br>Power wind: 34.88 GW (34455.49682237053)<br>Power CSP: 11.30 GW (8998.049441887857)<br>Match demand = 122.03 GWh<br>Minimize cost = 5.79 c€/kWh<br>"
127832.25335840296,57.539168512926814,"Generation: 121<br>Type: Minimize curtailments<br>Installed power: 127.29 GW<br>Renewable power: 91.12 GW (136.90 %)<br>Emissions: 38,609.98 Kton CO<sub>2</sub> (40.17 %)<br>Imported energy: 9.65 GWh<br>Exported energy: -1453.36 GWh<br>Net cost: 16,484.82 M€<br>Dumped energy cost: 4.47 M€<br>Power PV: 17.58 GW (17329.17863013919)<br>Power wind: 35.42 GW (34997.74330228548)<br>Power CSP: 10.71 GW (8407.023835665663)<br>Match demand = 127.83 GWh<br>Minimize cost = 5.75 c€/kWh<br>"
108354.11381026644,58.55396834434669,"Generation: 120<br>Type: Minimize curtailments<br>Installed power: 125.99 GW<br>Renewable power: 89.82 GW (134.95 %)<br>Emissions: 38,705.51 Kton CO<sub>2</sub> (40.03 %)<br>Imported energy: 9.65 GWh<br>Exported energy: -1292.33 GWh<br>Net cost: 16,775.56 M€<br>Dumped energy cost: 3.79 M€<br>Power PV: 14.84 GW (14593.471823591282)<br>Power wind: 35.39 GW (34963.41905401942)<br>Power CSP: 12.18 GW (9873.679582960958)<br>Match demand = 108.35 GWh<br>Minimize cost = 5.86 c€/kWh<br>"
135108.60759924926,57.48164472686042,"Generation: 119<br>Type: Minimize curtailments<br>Installed power: 127.56 GW<br>Renewable power: 91.39 GW (137.30 %)<br>Emissions: 38,572.81 Kton CO<sub>2</sub> (40.23 %)<br>Imported energy: 10.01 GWh<br>Exported energy: -1424.02 GWh<br>Net cost: 16,468.34 M€<br>Dumped energy cost: 4.73 M€<br>Power PV: 18.54 GW (18288.86416411858)<br>Power wind: 34.73 GW (34302.55126202543)<br>Power CSP: 10.71 GW (8407.023835665663)<br>Match demand = 135.11 GWh<br>Minimize cost = 5.75 c€/kWh<br>"
140090.55700804386,57.45628598188161,"Generation: 106<br>Type: Minimize curtailments<br>Installed power: 127.69 GW<br>Renewable power: 91.52 GW (137.49 %)<br>Emissions: 38,502.55 Kton CO<sub>2</sub> (40.34 %)<br>Imported energy: 10.01 GWh<br>Exported energy: -1446.31 GWh<br>Net cost: 16,461.08 M€<br>Dumped energy cost: 4.90 M€<br>Power PV: 18.66 GW (18412.9827930542)<br>Power wind: 34.72 GW (34291.11848327654)<br>Power CSP: 10.73 GW (8421.326775168323)<br>Match demand = 140.09 GWh<br>Minimize cost = 5.75 c€/kWh<br>"
419582.42929736734,51.6649856968239,"Generation: 16<br>Type: Minimize curtailments<br>Installed power: 134.36 GW<br>Renewable power: 98.19 GW (147.52 %)<br>Emissions: 37,713.37 Kton CO<sub>2</sub> (41.56 %)<br>Imported energy: 6.72 GWh<br>Exported energy: -4917.57 GWh<br>Net cost: 14,801.89 M€<br>Dumped energy cost: 14.69 M€<br>Power PV: 24.05 GW (23804)<br>Power wind: 44.30 GW (43877.9552166037)<br>Power CSP: 2.42 GW (116.80241754224141)<br>Match demand = 419.58 GWh<br>Minimize cost = 5.17 c€/kWh<br>"
7129940.867548215,48.12004306507929,"Generation: 12<br>Type: Minimize curtailments<br>Installed power: 153.25 GW<br>Renewable power: 117.08 GW (175.90 %)<br>Emissions: 35,130.00 Kton CO<sub>2</sub> (45.57 %)<br>Imported energy: 11.13 GWh<br>Exported energy: -16022.94 GWh<br>Net cost: 13,786.27 M€<br>Dumped energy cost: 249.55 M€<br>Power PV: 53.99 GW (53741.557326431524)<br>Power wind: 32.73 GW (32305.680260719822)<br>Power CSP: 2.95 GW (642.1681836729622)<br>Match demand = 7,129.94 GWh<br>Minimize cost = 4.81 c€/kWh<br>"
217185.25231578748,52.9872976055829,"Generation: 116<br>Type: Minimize curtailments<br>Installed power: 130.91 GW<br>Renewable power: 94.74 GW (142.34 %)<br>Emissions: 38,696.39 Kton CO<sub>2</sub> (40.04 %)<br>Imported energy: 6.26 GWh<br>Exported energy: -4653.55 GWh<br>Net cost: 15,180.73 M€<br>Dumped energy cost: 7.60 M€<br>Power PV: 16.97 GW (16722.118972224718)<br>Power wind: 46.88 GW (46451.04233907325)<br>Power CSP: 3.48 GW (1177.87742809365)<br>Match demand = 217.19 GWh<br>Minimize cost = 5.30 c€/kWh<br>"
