Match demand,Minimize cost,tooltip
69482083.29264371,40.40181086937972,"Generation: 7<br>Type: Minimize curtailments<br>Installed power: 257.20 GW<br>Renewable power: 228.37 GW (326.81 %)<br>Emissions: 12,905.93 Kton CO<sub>2</sub> (80.00 %)<br>Imported energy: 87.29 GWh<br>Exported energy: -51746.87 GWh<br>Net cost: 12,789.18 M€<br>Dumped energy cost: 2,286.63 M€<br>Power PV: 71.00 GW (70748.3622425808)<br>Power wind: 116.50 GW (116073.06639768426)<br>Power CSP: 2.80 GW (500.57545090074154)<br>Match demand = 69,482.08 GWh<br>Minimize cost = 4.04 c€/kWh<br>"
24911858.974082544,47.21903968057756,"Generation: 148<br>Type: Minimize curtailments<br>Installed power: 211.65 GW<br>Renewable power: 182.82 GW (261.61 %)<br>Emissions: 12,889.94 Kton CO<sub>2</sub> (80.03 %)<br>Imported energy: 179.22 GWh<br>Exported energy: -29554.56 GWh<br>Net cost: 14,947.18 M€<br>Dumped energy cost: 830.60 M€<br>Power PV: 32.21 GW (31957.807332648692)<br>Power wind: 88.55 GW (88123.9668269352)<br>Power CSP: 23.99 GW (21684.464835646613)<br>Match demand = 24,911.86 GWh<br>Minimize cost = 4.72 c€/kWh<br>"
25403862.46820059,46.73714988137436,"Generation: 148<br>Type: Minimize curtailments<br>Installed power: 212.81 GW<br>Renewable power: 183.98 GW (263.29 %)<br>Emissions: 12,868.89 Kton CO<sub>2</sub> (80.06 %)<br>Imported energy: 175.28 GWh<br>Exported energy: -29971.18 GWh<br>Net cost: 14,794.63 M€<br>Dumped energy cost: 844.75 M€<br>Power PV: 33.91 GW (33661.63010562511)<br>Power wind: 89.29 GW (88863.57211868025)<br>Power CSP: 22.71 GW (20409.300257000712)<br>Match demand = 25,403.86 GWh<br>Minimize cost = 4.67 c€/kWh<br>"
25524625.746264074,46.72673936275759,"Generation: 145<br>Type: Minimize curtailments<br>Installed power: 212.95 GW<br>Renewable power: 184.12 GW (263.47 %)<br>Emissions: 12,845.59 Kton CO<sub>2</sub> (80.10 %)<br>Imported energy: 174.69 GWh<br>Exported energy: -30060.37 GWh<br>Net cost: 14,791.34 M€<br>Dumped energy cost: 848.95 M€<br>Power PV: 33.91 GW (33661.63010562511)<br>Power wind: 89.42 GW (88994.33763523179)<br>Power CSP: 22.71 GW (20409.300257000712)<br>Match demand = 25,524.63 GWh<br>Minimize cost = 4.67 c€/kWh<br>"
25629497.508992307,46.43715098497317,"Generation: 144<br>Type: Minimize curtailments<br>Installed power: 213.31 GW<br>Renewable power: 184.48 GW (263.99 %)<br>Emissions: 12,902.89 Kton CO<sub>2</sub> (80.01 %)<br>Imported energy: 169.54 GWh<br>Exported energy: -30581.99 GWh<br>Net cost: 14,699.67 M€<br>Dumped energy cost: 854.43 M€<br>Power PV: 33.73 GW (33486.63400178516)<br>Power wind: 90.84 GW (90414.54293231701)<br>Power CSP: 21.83 GW (19527.048328563593)<br>Match demand = 25,629.50 GWh<br>Minimize cost = 4.64 c€/kWh<br>"
25074356.085296325,46.98378890099931,"Generation: 143<br>Type: Minimize curtailments<br>Installed power: 212.03 GW<br>Renewable power: 183.20 GW (262.17 %)<br>Emissions: 12,906.44 Kton CO<sub>2</sub> (80.00 %)<br>Imported energy: 174.67 GWh<br>Exported energy: -29978.66 GWh<br>Net cost: 14,872.71 M€<br>Dumped energy cost: 837.44 M€<br>Power PV: 32.16 GW (31912.68555984903)<br>Power wind: 89.67 GW (89241.86040006763)<br>Power CSP: 23.30 GW (20999.870353932576)<br>Match demand = 25,074.36 GWh<br>Minimize cost = 4.70 c€/kWh<br>"
25025421.22614269,47.024084094096885,"Generation: 140<br>Type: Minimize curtailments<br>Installed power: 211.95 GW<br>Renewable power: 183.12 GW (262.05 %)<br>Emissions: 12,907.22 Kton CO<sub>2</sub> (80.00 %)<br>Imported energy: 175.60 GWh<br>Exported energy: -29879.45 GWh<br>Net cost: 14,885.46 M€<br>Dumped energy cost: 835.43 M€<br>Power PV: 32.21 GW (31957.807332648692)<br>Power wind: 89.43 GW (89000.47944975611)<br>Power CSP: 23.42 GW (21112.87523845269)<br>Match demand = 25,025.42 GWh<br>Minimize cost = 4.70 c€/kWh<br>"
25725639.700739022,46.42975628740635,"Generation: 136<br>Type: Minimize curtailments<br>Installed power: 213.41 GW<br>Renewable power: 184.58 GW (264.14 %)<br>Emissions: 12,884.54 Kton CO<sub>2</sub> (80.04 %)<br>Imported energy: 169.09 GWh<br>Exported energy: -30653.05 GWh<br>Net cost: 14,697.33 M€<br>Dumped energy cost: 857.80 M€<br>Power PV: 33.73 GW (33486.63400178516)<br>Power wind: 90.94 GW (90516.88277374509)<br>Power CSP: 21.83 GW (19527.048328563593)<br>Match demand = 25,725.64 GWh<br>Minimize cost = 4.64 c€/kWh<br>"
25367542.74826442,46.745459364200705,"Generation: 132<br>Type: Minimize curtailments<br>Installed power: 212.75 GW<br>Renewable power: 183.92 GW (263.20 %)<br>Emissions: 12,876.55 Kton CO<sub>2</sub> (80.05 %)<br>Imported energy: 175.01 GWh<br>Exported energy: -29987.40 GWh<br>Net cost: 14,797.26 M€<br>Dumped energy cost: 843.93 M€<br>Power PV: 33.75 GW (33502.37290979695)<br>Power wind: 89.38 GW (88950.94056495285)<br>Power CSP: 22.72 GW (20418.565291798568)<br>Match demand = 25,367.54 GWh<br>Minimize cost = 4.67 c€/kWh<br>"
25396530.550402835,46.74000372310775,"Generation: 132<br>Type: Minimize curtailments<br>Installed power: 212.79 GW<br>Renewable power: 183.96 GW (263.25 %)<br>Emissions: 12,871.70 Kton CO<sub>2</sub> (80.06 %)<br>Imported energy: 174.82 GWh<br>Exported energy: -30012.80 GWh<br>Net cost: 14,795.54 M€<br>Dumped energy cost: 844.95 M€<br>Power PV: 33.75 GW (33502.37290979695)<br>Power wind: 89.42 GW (88994.33763523179)<br>Power CSP: 22.71 GW (20409.300257000712)<br>Match demand = 25,396.53 GWh<br>Minimize cost = 4.67 c€/kWh<br>"
