PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.962033582791396,61.502052381459585,7.97191457889549,1.00610615767569,7.970947320179188,1.4442122668523583,0.7406942710777636,1.880234151523487,4.133686123068022,0.4271821111436837,0.0,0.7173765019443354,0.243560553389016
